Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	FoldEnrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:1990535~neuron projection maintenance	2	4.87804878	0.024450522	"APP, PSEN1"	41	12	19416	78.92682927	1	0.172625298	0.159335436
GOTERM_BP_DIRECT	GO:0042593~glucose homeostasis	3	7.317073171	0.024579099	"IL6, MTNR1B, CNR1"	41	118	19416	12.03968582	1	0.172625298	0.159335436
GOTERM_BP_DIRECT	GO:0019722~calcium-mediated signaling	3	7.317073171	0.024579099	"APP, LRRK2, TNF"	41	118	19416	12.03968582	1	0.172625298	0.159335436
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	4	9.756097561	0.02459925	"IL1A, CSF1R, IL1B, TNF"	40	143	8865	6.199300699	0.987826763	0.113677011	0.093767478
GOTERM_CC_DIRECT	GO:1990909~Wnt signalosome	2	4.87804878	0.024879092	"GSK3B, LRRK2"	41	13	20666	77.54596623	0.985845935	0.12588454	0.098324019
KEGG_PATHWAY	hsa05134:Legionellosis	3	7.317073171	0.025013152	"IL6, IL1B, TNF"	40	56	8865	11.87276786	0.988707762	0.113677011	0.093767478
KEGG_PATHWAY	hsa04936:Alcoholic liver disease	4	9.756097561	0.025047477	"GSK3B, IL6, IL1B, TNF"	40	144	8865	6.15625	0.98877791	0.113677011	0.093767478
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	7	17.07317073	0.025325884	"APP, CNR2, LRRK2, PDE2A, PSEN2, PSEN1, TP53"	41	1185	20666	2.977503345	0.986900818	0.12588454	0.098324019
GOTERM_CC_DIRECT	GO:0008021~synaptic vesicle	3	7.317073171	0.026209687	"APP, PSEN2, PSEN1"	41	130	20666	11.63189493	0.988762723	0.126555344	0.098847961
GOTERM_BP_DIRECT	GO:0050795~regulation of behavior	2	4.87804878	0.02646155	"HTR1D, HTR1A"	41	13	19416	72.85553471	1	0.182660297	0.168597873
GOTERM_BP_DIRECT	GO:1901731~positive regulation of platelet aggregation	2	4.87804878	0.02646155	"IL6, HTR2A"	41	13	19416	72.85553471	1	0.182660297	0.168597873
GOTERM_BP_DIRECT	GO:0090181~regulation of cholesterol metabolic process	2	4.87804878	0.02646155	"NR1H4, LDLR"	41	13	19416	72.85553471	1	0.182660297	0.168597873
GOTERM_MF_DIRECT	GO:1901363~heterocyclic compound binding	2	4.87804878	0.026744614	"DRD2, SLC6A3"	41	13	19208	72.0750469	0.999198963	0.260512353	0.241692069
GOTERM_BP_DIRECT	GO:0042987~amyloid precursor protein catabolic process	2	4.87804878	0.028468535	"PSEN2, PSEN1"	41	14	19416	67.65156794	1	0.190685399	0.176005149
GOTERM_BP_DIRECT	GO:0060134~prepulse inhibition	2	4.87804878	0.028468535	"DRD2, SLC6A3"	41	14	19416	67.65156794	1	0.190685399	0.176005149
GOTERM_BP_DIRECT	GO:0030595~leukocyte chemotaxis	2	4.87804878	0.028468535	"IL10, CNR2"	41	14	19416	67.65156794	1	0.190685399	0.176005149
GOTERM_BP_DIRECT	GO:1904996~positive regulation of leukocyte adhesion to vascular endothelial cell	2	4.87804878	0.028468535	"IL6, TNF"	41	14	19416	67.65156794	1	0.190685399	0.176005149
GOTERM_BP_DIRECT	GO:1901386~negative regulation of voltage-gated calcium channel activity	2	4.87804878	0.028468535	"DRD2, DRD4"	41	14	19416	67.65156794	1	0.190685399	0.176005149
GOTERM_BP_DIRECT	GO:0031175~neuron projection development	3	7.317073171	0.028571239	"GSK3B, APP, IL6"	41	128	19416	11.09908537	1	0.190685399	0.176005149
GOTERM_CC_DIRECT	GO:0098691~dopaminergic synapse	2	4.87804878	0.028652685	"DRD2, SLC6A3"	41	15	20666	67.20650407	0.99264982	0.134508436	0.105059844
GOTERM_BP_DIRECT	GO:0035725~sodium ion transmembrane transport	3	7.317073171	0.028983926	"SCN9A, SLC6A3, SLC6A4"	41	129	19416	11.01304594	1	0.192376829	0.177566362
GOTERM_BP_DIRECT	GO:0010039~response to iron ion	2	4.87804878	0.030471486	"DRD2, SLC6A3"	41	15	19416	63.14146341	1	0.197900835	0.182665092
GOTERM_BP_DIRECT	GO:0050966~detection of mechanical stimulus involved in sensory perception of pain	2	4.87804878	0.030471486	"HTR2A, TNF"	41	15	19416	63.14146341	1	0.197900835	0.182665092
GOTERM_BP_DIRECT	"GO:0032228~regulation of synaptic transmission, GABAergic"	2	4.87804878	0.030471486	"CNR1, DRD2"	41	15	19416	63.14146341	1	0.197900835	0.182665092
GOTERM_BP_DIRECT	GO:0043068~positive regulation of programmed cell death	2	4.87804878	0.030471486	"LRRK2, TNF"	41	15	19416	63.14146341	1	0.197900835	0.182665092
GOTERM_CC_DIRECT	GO:0005798~Golgi-associated vesicle	2	4.87804878	0.030534138	"APP, LRRK2"	41	16	20666	63.00609756	0.994703414	0.135796561	0.106065953
GOTERM_CC_DIRECT	GO:0034362~low-density lipoprotein particle	2	4.87804878	0.030534138	"APP, LDLR"	41	16	20666	63.00609756	0.994703414	0.135796561	0.106065953
GOTERM_MF_DIRECT	GO:0005149~interleukin-1 receptor binding	2	4.87804878	0.03079678	"IL1A, IL1B"	41	15	19208	62.46504065	0.999732635	0.289269758	0.268371943
KEGG_PATHWAY	hsa05160:Hepatitis C	4	9.756097561	0.032302439	"GSK3B, TNF, TP53, LDLR"	40	159	8865	5.575471698	0.997008304	0.142938292	0.117903902
GOTERM_BP_DIRECT	GO:0045745~positive regulation of G protein-coupled receptor signaling pathway	2	4.87804878	0.032470411	"APP, DRD2"	41	16	19416	59.19512195	1	0.208639662	0.192577172
GOTERM_BP_DIRECT	GO:0048169~regulation of long-term neuronal synaptic plasticity	2	4.87804878	0.032470411	"APP, DRD2"	41	16	19416	59.19512195	1	0.208639662	0.192577172
GOTERM_MF_DIRECT	GO:0042562~hormone binding	2	4.87804878	0.03281669	"MTNR1A, LDLR"	41	16	19208	58.56097561	0.999845541	0.291943707	0.270852717
GOTERM_CC_DIRECT	GO:0005615~extracellular space	9	21.95121951	0.034061934	"IL10, CRP, IL1A, APP, IL6, IL1B, LRRK2, TNF, SOD1"	41	1986	20666	2.284208975	0.997139588	0.147601713	0.115286545
GOTERM_BP_DIRECT	GO:0007212~G protein-coupled dopamine receptor signaling pathway	2	4.87804878	0.034465317	"GSK3B, DRD4"	41	17	19416	55.71305595	1	0.216844289	0.200150151
GOTERM_BP_DIRECT	GO:0021756~striatum development	2	4.87804878	0.034465317	"LRRK2, DRD2"	41	17	19416	55.71305595	1	0.216844289	0.200150151
GOTERM_BP_DIRECT	GO:1900119~positive regulation of execution phase of apoptosis	2	4.87804878	0.034465317	"HTR2A, TP53"	41	17	19416	55.71305595	1	0.216844289	0.200150151
GOTERM_BP_DIRECT	GO:2000573~positive regulation of DNA biosynthetic process	2	4.87804878	0.034465317	"HTR2A, TNF"	41	17	19416	55.71305595	1	0.216844289	0.200150151
GOTERM_MF_DIRECT	GO:0030169~low-density lipoprotein particle binding	2	4.87804878	0.034832495	"CRP, LDLR"	41	17	19208	55.11621234	0.999910771	0.291943707	0.270852717
GOTERM_CC_DIRECT	GO:1902711~GABA-A receptor complex	2	4.87804878	0.036157204	"GABRB3, GABRA1"	41	19	20666	53.05776637	0.99801825	0.152764187	0.119318773
GOTERM_BP_DIRECT	GO:0042417~dopamine metabolic process	2	4.87804878	0.036456213	"DRD2, DRD4"	41	18	19416	52.61788618	1	0.227005699	0.209529267
GOTERM_BP_DIRECT	GO:0030224~monocyte differentiation	2	4.87804878	0.036456213	"CSF1R, PDE2A"	41	18	19416	52.61788618	1	0.227005699	0.209529267
KEGG_PATHWAY	hsa05031:Amphetamine addiction	3	7.317073171	0.036770516	"MAOB, MAOA, SLC6A3"	40	69	8865	9.635869565	0.998681231	0.158741008	0.13093891
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	6	14.63414634	0.0367797	"THRB, CA2, PDE2A, NR1H4, TP53, SOD1"	41	893	19208	3.147734411	0.999947539	0.291943707	0.270852717
GOTERM_MF_DIRECT	GO:0022851~GABA-gated chloride ion channel activity	2	4.87804878	0.036844204	"GABRB3, GABRA1"	41	18	19208	52.05420054	0.999948455	0.291943707	0.270852717
GOTERM_CC_DIRECT	GO:0005813~centrosome	5	12.19512195	0.038193885	"GSK3B, PSEN2, PSEN1, TP53, DRD4"	41	661	20666	3.812774436	0.998613904	0.157433331	0.122965679
GOTERM_BP_DIRECT	GO:0050995~negative regulation of lipid catabolic process	2	4.87804878	0.038443106	"IL1B, TNF"	41	19	19416	49.84852375	1	0.236935063	0.218694201
GOTERM_BP_DIRECT	GO:0003407~neural retina development	2	4.87804878	0.038443106	"PER2, PSEN1"	41	19	19416	49.84852375	1	0.236935063	0.218694201
GOTERM_BP_DIRECT	GO:0050728~negative regulation of inflammatory response	3	7.317073171	0.038652019	"IL10, NR1H4, SOD1"	41	151	19416	9.408496204	1	0.237013397	0.218766505
GOTERM_MF_DIRECT	GO:0017075~syntaxin-1 binding	2	4.87804878	0.038851824	"LRRK2, SLC6A4"	41	19	19208	49.31450578	0.999970224	0.291943707	0.270852717
GOTERM_MF_DIRECT	GO:0005326~neurotransmitter transmembrane transporter activity	2	4.87804878	0.038851824	"SLC6A3, SLC6A4"	41	19	19208	49.31450578	0.999970224	0.291943707	0.270852717
GOTERM_MF_DIRECT	GO:0004890~GABA-A receptor activity	2	4.87804878	0.038851824	"GABRB3, GABRA1"	41	19	19208	49.31450578	0.999970224	0.291943707	0.270852717
GOTERM_BP_DIRECT	GO:0007189~adenylate cyclase-activating G protein-coupled receptor signaling pathway	3	7.317073171	0.039584656	"APP, CNR2, CNR1"	41	153	19416	9.285509326	1	0.241506384	0.222913591
KEGG_PATHWAY	hsa05164:Influenza A	4	9.756097561	0.039966494	"IL1A, IL6, IL1B, TNF"	40	173	8865	5.124277457	0.999267697	0.168430226	0.138931147
GOTERM_BP_DIRECT	GO:0019229~regulation of vasoconstriction	2	4.87804878	0.040426004	"PER2, HTR1A"	41	20	19416	47.35609756	1	0.244776313	0.225931779
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	3	7.317073171	0.04052588	"MTNR1B, PSEN1, SOD1"	41	155	19416	9.165696302	1	0.244776313	0.225931779
GOTERM_BP_DIRECT	GO:0008104~protein localization	3	7.317073171	0.041953637	"LRRK2, DRD2, TP53"	41	158	19416	8.991664094	1	0.249878722	0.23064137
GOTERM_BP_DIRECT	GO:0021772~olfactory bulb development	2	4.87804878	0.042404916	"CSF1R, LRRK2"	41	21	19416	45.1010453	1	0.249878722	0.23064137
GOTERM_BP_DIRECT	GO:0001659~temperature homeostasis	2	4.87804878	0.042404916	"HTR2A, DRD2"	41	21	19416	45.1010453	1	0.249878722	0.23064137
GOTERM_BP_DIRECT	GO:0046827~positive regulation of protein export from nucleus	2	4.87804878	0.042404916	"GSK3B, IL1B"	41	21	19416	45.1010453	1	0.249878722	0.23064137
GOTERM_BP_DIRECT	GO:0050965~detection of temperature stimulus involved in sensory perception of pain	2	4.87804878	0.042404916	"SCN9A, HTR2A"	41	21	19416	45.1010453	1	0.249878722	0.23064137
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	8	19.51219512	0.043915589	"GSK3B, APP, MAOB, MAOA, LRRK2, PSEN1, TP53, SOD1"	41	1711	20666	2.356744736	0.999494334	0.176707966	0.138020423
GOTERM_BP_DIRECT	GO:0050709~negative regulation of protein secretion	2	4.87804878	0.044379847	"DRD2, DRD4"	41	22	19416	43.05099778	1	0.257744498	0.237901586
GOTERM_BP_DIRECT	GO:0035640~exploration behavior	2	4.87804878	0.044379847	"LRRK2, HTR1A"	41	22	19416	43.05099778	1	0.257744498	0.237901586
GOTERM_BP_DIRECT	GO:2000377~regulation of reactive oxygen species metabolic process	2	4.87804878	0.044379847	"LRRK2, TNF"	41	22	19416	43.05099778	1	0.257744498	0.237901586
GOTERM_MF_DIRECT	GO:0005178~integrin binding	3	7.317073171	0.044742955	"APP, IL1B, SLC6A4"	41	162	19208	8.67570009	0.999994089	0.326872141	0.303257804
GOTERM_CC_DIRECT	GO:0005938~cell cortex	3	7.317073171	0.045543048	"PSEN2, PSEN1, FGFR2"	41	176	20666	8.591740576	0.99962084	0.178994769	0.139806565
GOTERM_BP_DIRECT	GO:0006914~autophagy	3	7.317073171	0.046348973	"LRRK2, DRD2, TP53"	41	167	19416	8.507083394	1	0.262872187	0.24263451
GOTERM_BP_DIRECT	GO:0048854~brain morphogenesis	2	4.87804878	0.046350808	"PSEN1, SLC6A4"	41	23	19416	41.17921527	1	0.262872187	0.24263451
GOTERM_BP_DIRECT	GO:0019934~cGMP-mediated signaling	2	4.87804878	0.046350808	"PDE2A, HTR2C"	41	23	19416	41.17921527	1	0.262872187	0.24263451
GOTERM_BP_DIRECT	GO:1900273~positive regulation of long-term synaptic potentiation	2	4.87804878	0.046350808	"APP, DRD2"	41	23	19416	41.17921527	1	0.262872187	0.24263451
GOTERM_BP_DIRECT	GO:1900181~negative regulation of protein localization to nucleus	2	4.87804878	0.046350808	"GSK3B, APP"	41	23	19416	41.17921527	1	0.262872187	0.24263451
GOTERM_CC_DIRECT	GO:0005790~smooth endoplasmic reticulum	2	4.87804878	0.047308099	"APP, PSEN1"	41	25	20666	40.32390244	0.999722688	0.181706109	0.141924298
KEGG_PATHWAY	hsa01521:EGFR tyrosine kinase inhibitor resistance	3	7.317073171	0.048062831	"GSK3B, IL6, FGFR2"	40	80	8865	8.3109375	0.999836444	0.197582835	0.162977931
GOTERM_BP_DIRECT	GO:0040014~regulation of multicellular organism growth	2	4.87804878	0.048317805	"APP, SOD1"	41	24	19416	39.46341463	1	0.270221796	0.249418296
GOTERM_BP_DIRECT	GO:0006509~membrane protein ectodomain proteolysis	2	4.87804878	0.048317805	"PSEN2, PSEN1"	41	24	19416	39.46341463	1	0.270221796	0.249418296
GOTERM_BP_DIRECT	GO:0071398~cellular response to fatty acid	2	4.87804878	0.048317805	"NR1H4, LDLR"	41	24	19416	39.46341463	1	0.270221796	0.249418296
KEGG_PATHWAY	hsa05034:Alcoholism	4	9.756097561	0.049116637	"MAOB, MAOA, DRD2, SLC6A3"	40	188	8865	4.715425532	0.999865562	0.197582835	0.162977931
GOTERM_BP_DIRECT	GO:0043153~entrainment of circadian clock by photoperiod	2	4.87804878	0.050280845	"PER2, TP53"	41	25	19416	37.88487805	1	0.277348225	0.255996085
GOTERM_BP_DIRECT	GO:0050877~nervous system process	2	4.87804878	0.050280845	"GABRB3, GABRA1"	41	25	19416	37.88487805	1	0.277348225	0.255996085
GOTERM_BP_DIRECT	GO:0014059~regulation of dopamine secretion	2	4.87804878	0.050280845	"HTR2A, DRD2"	41	25	19416	37.88487805	1	0.277348225	0.255996085
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	5	12.19512195	0.051995183	"GSK3B, IL6, THRB, LRRK2, NR1H4"	41	687	19416	3.446586431	1	0.284260564	0.262376265
GOTERM_BP_DIRECT	"GO:0051932~synaptic transmission, GABAergic"	2	4.87804878	0.052239938	"GABRB3, GABRA1"	41	26	19416	36.42776735	1	0.284260564	0.262376265
GOTERM_BP_DIRECT	GO:1904862~inhibitory synapse assembly	2	4.87804878	0.052239938	"GABRB3, GABRA1"	41	26	19416	36.42776735	1	0.284260564	0.262376265
GOTERM_BP_DIRECT	GO:0007165~signal transduction	7	17.07317073	0.052527373	"GABRB3, GABRA1, CSF1R, IL1B, LRRK2, PDE2A, DRD4"	41	1326	19416	2.499944818	1	0.2845429	0.262636865
GOTERM_MF_DIRECT	GO:0050750~low-density lipoprotein particle receptor binding	2	4.87804878	0.052791368	"CRP, APP"	41	26	19208	36.03752345	0.999999361	0.375246752	0.348137671
GOTERM_CC_DIRECT	GO:0032839~dendrite cytoplasm	2	4.87804878	0.052836278	"LRRK2, SOD1"	41	28	20666	36.00348432	0.999896287	0.198090691	0.154721723
GOTERM_CC_DIRECT	GO:0005759~mitochondrial matrix	4	9.756097561	0.053918176	"LRRK2, PDE2A, TP53, SOD1"	41	443	20666	4.551230524	0.999914503	0.198090691	0.154721723
GOTERM_BP_DIRECT	GO:0032740~positive regulation of interleukin-17 production	2	4.87804878	0.05419509	"IL6, NR1H4"	41	27	19416	35.07859079	1	0.290967418	0.268566781
GOTERM_BP_DIRECT	GO:0050482~arachidonate secretion	2	4.87804878	0.05419509	"DRD2, DRD4"	41	27	19416	35.07859079	1	0.290967418	0.268566781
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	4	9.756097561	0.055742944	"PER2, CSF1R, IL6, TP53"	40	198	8865	4.477272727	0.999961008	0.219255581	0.180854886
GOTERM_BP_DIRECT	GO:0051262~protein tetramerization	2	4.87804878	0.05614631	"APP, TP53"	41	28	19416	33.82578397	1	0.298787411	0.275784738
GOTERM_BP_DIRECT	GO:0010332~response to gamma radiation	2	4.87804878	0.05614631	"IL1A, TP53"	41	28	19416	33.82578397	1	0.298787411	0.275784738
GOTERM_BP_DIRECT	GO:0006897~endocytosis	3	7.317073171	0.056687511	"APP, LRRK2, LDLR"	41	187	19416	7.597234903	1	0.300344358	0.277221821
GOTERM_BP_DIRECT	GO:0050807~regulation of synapse organization	2	4.87804878	0.058093604	"IL10, TNF"	41	29	19416	32.65937763	1	0.303796858	0.280408524
GOTERM_BP_DIRECT	GO:0002639~positive regulation of immunoglobulin production	2	4.87804878	0.058093604	"IL10, IL6"	41	29	19416	32.65937763	1	0.303796858	0.280408524
GOTERM_BP_DIRECT	GO:0045776~negative regulation of blood pressure	2	4.87804878	0.058093604	"CNR1, DRD2"	41	29	19416	32.65937763	1	0.303796858	0.280408524
KEGG_PATHWAY	hsa04976:Bile secretion	3	7.317073171	0.059278661	"CA2, NR1H4, LDLR"	40	90	8865	7.3875	0.999979928	0.227230211	0.18743283
GOTERM_BP_DIRECT	GO:1902894~negative regulation of miRNA transcription	2	4.87804878	0.060036982	"APP, TNF"	41	30	19416	31.57073171	1	0.308615634	0.284856318
GOTERM_BP_DIRECT	GO:0007631~feeding behavior	2	4.87804878	0.060036982	"HTR2C, HCRTR2"	41	30	19416	31.57073171	1	0.308615634	0.284856318
GOTERM_BP_DIRECT	GO:0001774~microglial cell activation	2	4.87804878	0.060036982	"APP, TNF"	41	30	19416	31.57073171	1	0.308615634	0.284856318
GOTERM_BP_DIRECT	GO:0045930~negative regulation of mitotic cell cycle	2	4.87804878	0.060036982	"IL10, TNF"	41	30	19416	31.57073171	1	0.308615634	0.284856318
KEGG_PATHWAY	hsa05032:Morphine addiction	3	7.317073171	0.060446209	"GABRB3, GABRA1, PDE2A"	40	91	8865	7.306318681	0.999983889	0.227230211	0.18743283
GOTERM_MF_DIRECT	GO:0051721~protein phosphatase 2A binding	2	4.87804878	0.060668116	"TP53, SLC6A3"	41	30	19208	31.23252033	0.999999929	0.419887221	0.389553163
GOTERM_BP_DIRECT	GO:0051897~positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	3	7.317073171	0.06158096	"CSF1R, APP, TNF"	41	196	19416	7.24838228	1	0.314569542	0.290351854
KEGG_PATHWAY	hsa04540:Gap junction	3	7.317073171	0.061621752	"HTR2C, HTR2A, DRD2"	40	92	8865	7.226902174	0.999987091	0.227230211	0.18743283
GOTERM_BP_DIRECT	GO:1900017~positive regulation of cytokine production involved in inflammatory response	2	4.87804878	0.061976449	"IL6, TNF"	41	31	19416	30.55232101	1	0.314569542	0.290351854
GOTERM_BP_DIRECT	GO:0045907~positive regulation of vasoconstriction	2	4.87804878	0.061976449	"HRH1, HTR2A"	41	31	19416	30.55232101	1	0.314569542	0.290351854
GOTERM_CC_DIRECT	GO:0005576~extracellular region	9	21.95121951	0.063157055	"IL10, CRP, IL1A, APP, IL6, IL1B, TNF, FGFR2, SOD1"	41	2248	20666	2.01798889	0.999983719	0.227096646	0.177377262
GOTERM_BP_DIRECT	GO:0098662~inorganic cation transmembrane transport	2	4.87804878	0.063912015	"SCN9A, HTR3A"	41	32	19416	29.59756098	1	0.323036462	0.298166933
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	4	9.756097561	0.06570461	"CSF1R, CNR1, DRD2, FGFR2"	40	212	8865	4.181603774	0.999994034	0.234313839	0.193275822
GOTERM_CC_DIRECT	GO:0099634~postsynaptic specialization membrane	2	4.87804878	0.067425628	"GABRB3, GABRA1"	41	36	20666	28.00271003	0.999992475	0.2373944	0.185420478
KEGG_PATHWAY	hsa04713:Circadian entrainment	3	7.317073171	0.067616298	"PER2, MTNR1A, MTNR1B"	40	97	8865	6.854381443	0.999995848	0.234313839	0.193275822
GOTERM_BP_DIRECT	GO:0048705~skeletal system morphogenesis	2	4.87804878	0.067771471	"PSEN1, FGFR2"	41	34	19416	27.85652798	1	0.334154847	0.30842935
GOTERM_BP_DIRECT	GO:2001234~negative regulation of apoptotic signaling pathway	2	4.87804878	0.067771471	"PSEN1, TNF"	41	34	19416	27.85652798	1	0.334154847	0.30842935
GOTERM_BP_DIRECT	GO:0008306~associative learning	2	4.87804878	0.067771471	"APP, DRD2"	41	34	19416	27.85652798	1	0.334154847	0.30842935
GOTERM_BP_DIRECT	GO:0072593~reactive oxygen species metabolic process	2	4.87804878	0.067771471	"TP53, SOD1"	41	34	19416	27.85652798	1	0.334154847	0.30842935
GOTERM_BP_DIRECT	GO:0048568~embryonic organ development	2	4.87804878	0.067771471	"TP53, FGFR2"	41	34	19416	27.85652798	1	0.334154847	0.30842935
GOTERM_BP_DIRECT	GO:0040018~positive regulation of multicellular organism growth	2	4.87804878	0.067771471	"DRD2, SLC6A3"	41	34	19416	27.85652798	1	0.334154847	0.30842935
KEGG_PATHWAY	hsa00360:Phenylalanine metabolism	2	4.87804878	0.068169495	"MAOB, MAOA"	40	16	8865	27.703125	0.999996262	0.234313839	0.193275822
KEGG_PATHWAY	hsa05215:Prostate cancer	3	7.317073171	0.068837964	"GSK3B, TP53, FGFR2"	40	98	8865	6.784438776	0.999996708	0.234313839	0.193275822
GOTERM_BP_DIRECT	GO:0055074~calcium ion homeostasis	2	4.87804878	0.069695377	"PSEN2, PSEN1"	41	35	19416	27.06062718	1	0.339483934	0.313348168
GOTERM_BP_DIRECT	GO:0060828~regulation of canonical Wnt signaling pathway	2	4.87804878	0.069695377	"LRRK2, PSEN1"	41	35	19416	27.06062718	1	0.339483934	0.313348168
GOTERM_BP_DIRECT	GO:0046676~negative regulation of insulin secretion	2	4.87804878	0.069695377	"MTNR1B, DRD2"	41	35	19416	27.06062718	1	0.339483934	0.313348168
GOTERM_BP_DIRECT	GO:0048678~response to axon injury	2	4.87804878	0.071615412	"DRD2, SOD1"	41	36	19416	26.30894309	1	0.346045668	0.319404735
GOTERM_BP_DIRECT	GO:0032743~positive regulation of interleukin-2 production	2	4.87804878	0.071615412	"IL1A, IL1B"	41	36	19416	26.30894309	1	0.346045668	0.319404735
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	5	12.19512195	0.073308137	"GSK3B, CSF1R, IL6, TP53, FGFR2"	40	362	8865	3.061118785	0.999998595	0.244821515	0.201943171
GOTERM_BP_DIRECT	GO:0010975~regulation of neuron projection development	2	4.87804878	0.073531582	"GSK3B, PSEN1"	41	37	19416	25.59789057	1	0.348337847	0.321520447
GOTERM_BP_DIRECT	GO:0070555~response to interleukin-1	2	4.87804878	0.073531582	"APP, IL1B"	41	37	19416	25.59789057	1	0.348337847	0.321520447
GOTERM_BP_DIRECT	GO:0019228~neuronal action potential	2	4.87804878	0.073531582	"SCN9A, SOD1"	41	37	19416	25.59789057	1	0.348337847	0.321520447
GOTERM_BP_DIRECT	GO:2001238~positive regulation of extrinsic apoptotic signaling pathway	2	4.87804878	0.073531582	"APP, TNF"	41	37	19416	25.59789057	1	0.348337847	0.321520447
GOTERM_BP_DIRECT	GO:0043122~regulation of canonical NF-kappaB signal transduction	2	4.87804878	0.073531582	"IL1B, TNF"	41	37	19416	25.59789057	1	0.348337847	0.321520447
GOTERM_MF_DIRECT	GO:0005261~monoatomic cation channel activity	2	4.87804878	0.074299024	"SCN9A, SLC6A4"	41	37	19208	25.32366513	0.999999998	0.474608295	0.440321004
GOTERM_BP_DIRECT	GO:0007616~long-term memory	2	4.87804878	0.077352362	"DRD2, LDLR"	41	39	19416	24.28517824	1	0.363586198	0.335594876
GOTERM_BP_DIRECT	GO:0050767~regulation of neurogenesis	2	4.87804878	0.077352362	"PER2, IL1B"	41	39	19416	24.28517824	1	0.363586198	0.335594876
GOTERM_MF_DIRECT	GO:0004714~transmembrane receptor protein tyrosine kinase activity	2	4.87804878	0.078158017	"CSF1R, FGFR2"	41	39	19208	24.02501563	0.999999999	0.474608295	0.440321004
GOTERM_BP_DIRECT	GO:0043123~positive regulation of canonical NF-kappaB signal transduction	3	7.317073171	0.078868299	"IL1A, IL1B, TNF"	41	226	19416	6.286207641	1	0.36824015	0.339890536
GOTERM_BP_DIRECT	GO:0050850~positive regulation of calcium-mediated signaling	2	4.87804878	0.079256986	"APP, HTR2C"	41	40	19416	23.67804878	1	0.36824015	0.339890536
GOTERM_BP_DIRECT	GO:0006953~acute-phase response	2	4.87804878	0.079256986	"CRP, IL6"	41	40	19416	23.67804878	1	0.36824015	0.339890536
GOTERM_BP_DIRECT	GO:0007283~spermatogenesis	4	9.756097561	0.081001628	"IL1A, CNR1, LRRK2, SOD1"	41	494	19416	3.834501827	1	0.374904086	0.346041437
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	3	7.317073171	0.08274538	"IL6, IL1B, TNF"	40	109	8865	6.099770642	0.999999771	0.266289678	0.219651373
KEGG_PATHWAY	hsa04931:Insulin resistance	3	7.317073171	0.08274538	"GSK3B, IL6, TNF"	40	109	8865	6.099770642	0.999999771	0.266289678	0.219651373
GOTERM_BP_DIRECT	GO:0007405~neuroblast proliferation	2	4.87804878	0.083054741	"DRD2, TP53"	41	42	19416	22.55052265	1	0.381483374	0.352114207
GOTERM_BP_DIRECT	GO:0018107~peptidyl-threonine phosphorylation	2	4.87804878	0.083054741	"GSK3B, LRRK2"	41	42	19416	22.55052265	1	0.381483374	0.352114207
GOTERM_CC_DIRECT	GO:0016020~membrane	16	39.02439024	0.083966394	"GABRB3, GABRA1, CSF1R, APP, MAOA, PSEN2, HTR3A, PSEN1, TNF, SLC6A3, SLC6A4, MTNR1B, LDLR, TP53, FGFR2, DRD4"	41	5475	20666	1.473019267	0.999999634	0.28959838	0.226195184
GOTERM_BP_DIRECT	GO:0071479~cellular response to ionizing radiation	2	4.87804878	0.084947887	"TNF, TP53"	41	43	19416	22.02609189	1	0.387234143	0.357422243
GOTERM_BP_DIRECT	GO:0032092~positive regulation of protein binding	2	4.87804878	0.084947887	"GSK3B, LRRK2"	41	43	19416	22.02609189	1	0.387234143	0.357422243
KEGG_PATHWAY	hsa05145:Toxoplasmosis	3	7.317073171	0.086678996	"IL10, TNF, LDLR"	40	112	8865	5.936383929	0.999999893	0.273967539	0.225984524
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	2	4.87804878	0.086837222	"CSF1R, FGFR2"	41	44	19416	21.52549889	1	0.391415539	0.361281726
GOTERM_BP_DIRECT	GO:0006865~amino acid transport	2	4.87804878	0.086837222	"SLC6A3, SLC6A4"	41	44	19416	21.52549889	1	0.391415539	0.361281726
GOTERM_BP_DIRECT	GO:0001756~somitogenesis	2	4.87804878	0.086837222	"PSEN1, TP53"	41	44	19416	21.52549889	1	0.391415539	0.361281726
GOTERM_MF_DIRECT	GO:1904315~transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	2	4.87804878	0.087737005	"GABRA1, HTR3A"	41	44	19208	21.29490022	1	0.474608295	0.440321004
