Gene	Value
CA9	0.060839904506107
CAAP1	0.146156126800706
CAB39	0.433380222928809
CAB39L	0.024817417955792
CABCOCO1	0.00943214642816538
CABIN1	-0.0363694515450004
CABLES1	0.0551977015157561
CABLES2	-0.0615678992557419
CABP1	-0.119393767748548
CABP2	0.0154419020283062
CABP4	-0.00567114678056833
CABP5	0.00877375402357674
CABP7	-0.0822471226138428
CABS1	-0.00599373985546593
CABYR	-0.107779824611425
CACFD1	-0.173136170135077
CACHD1	0.00292270114480922
CACNA1A	0.012781552347665
CACNA1B	0.0286431519990454
CACNA1C	0.0769834041417686
CACNA1D	0.0263236491029396
CACNA1E	0.125096393344522
CACNA1F	-0.128533688330578
CACNA1G	0.107764650151055
CACNA1H	-0.0468799682258493
CACNA1I	0.0283475744234002
CACNA1S	0.00377631049290606
CACNA2D1	0.223036314417773
CACNA2D2	-0.166168482934133
CACNA2D3	0.0197779937384106
CACNA2D4	-0.0845739470614465
CACNB1	-0.175615817959615
CACNB2	-0.118254720352908
CACNB3	-0.232590737678295
CACNB4	0.209806948194204
CACNG1	0.0111404060555614
CACNG2	-0.0571115177527304
CACNG3	0.029529777040009
CACNG4	-0.00578292291202937
CACNG5	0.0446370186162203
CACNG6	0.00349557322733391
CACNG7	-0.0598626383716605
CACNG8	-0.0182577273249768
CACTIN	-0.293972403556332
CACUL1	0.38114773197784
CACYBP	0.0223381131269142
CAD	0.021586376968457
CADM1	0.148124056300873
CADM2	-0.0636779961819328
CADM3	0.0363152132906453
CADM4	-0.195100589745947
CADPS	0.0281457700508172
CADPS2	0.160852573569037
CAGE1	0.017692097697186
CALB1	0.0966943926902885
CALB2	0.0584014725175901
CALCA	0.00695202153055732
CALCB	-0.00404366363872421
CALCOCO1	-0.0574147822361082
CALCOCO2	0.00861601613645396
CALCR	0.171661475094982
CALCRL	0.194886039349845
CALD1	0.262385995961379
CALHM1	-0.132411161496151
CALHM2	-0.0763684237455046
CALHM3	-0.0970818164340996
CALHM4	0.0230239763399693
CALHM5	0.297328356920505
CALHM6	0.055867448124863
CALM1	0.0820593134975539
CALM2	0.0846844576655922
CALM3	-0.258471576497922
CALML3	-0.00634265498089069
CALML4	-0.0727876063609064
CALML5	0.113212251370061
CALML6	-0.170324437693351
CALN1	0.132034367236536
CALR	-0.161414161950096
CALR3	-0.00368584738775706
CALU	0.25568268764159
CALY	-0.182243949861528
CAMK1	-0.255537966259777
CAMK1D	0.263401458543962
CAMK1G	-0.0293579213425475
CAMK2A	0.110212470236981
CAMK2B	-0.196264828751992
CAMK2D	0.236936075604571
CAMK2G	0.0803351257465352
CAMK2N1	0.0136841765984949
CAMK2N2	-0.251663691848253
CAMK4	0.188951957948841
CAMKK1	-0.041662943523094
CAMKK2	-0.137642097224873
CAMKMT	-0.0691897222511374
CAMKV	0.0144469231363257
CAMLG	-0.178166297909412
CAMP	0.0285603747458093
CAMSAP1	0.165080403898155
CAMSAP2	0.310224806346571
CAMSAP3	-0.346156406290043
CAMTA1	0.00051600944218055
CAMTA2	-0.203944414980358
CAND1	0.223614964670519
CAND2	-0.134467269657398
CANT1	-0.138574275305562
CANX	0.122467151550613
CAP1	0.301029859603941
CAP2	0.169384778986786
CAPG	-0.11618647618717
CAPN1	-0.138011140354811
CAPN10	-0.325737753802802
CAPN11	-0.0904486502352557
CAPN12	-0.180310567154437
CAPN13	0.0683047796574809
CAPN14	0.0213424365224653
CAPN15	-0.254376706096451
CAPN2	0.2151408209278
CAPN3	-0.00348375344261915
CAPN5	-0.00734338398025534
CAPN6	-0.0219670831983906
CAPN7	0.195682133170809
CAPN8	-0.0896328878239974
CAPN9	-0.0109809811277176
CAPNS1	-0.256852819337416
CAPNS2	0.0650531641787084
CAPRIN1	0.115682538881136
CAPRIN2	0.0116144138060496
CAPS	-0.144090439143113
CAPS2	0.060992426339311
CAPSL	0.0621927573458488
CAPZA1	0.144565390700173
CAPZA2	0.226574567416998
CAPZA3	-0.0303719432471471
CAPZB	-0.0824184392639244
CARD10	-0.234410434676717
CARD11	0.0553646377919617
CARD14	0.0321235668885537
CARD16	0.0492591932269817
CARD17	0.121038002546622
CARD18	0.0253156872253366
CARD19	-0.250948796426504
CARD6	0.245903725390006
CARD8	0.133901168513362
CARD9	-0.0441252265497736
CARF	0.147188091590459
CARHSP1	-0.072540654992277
CARM1	-0.153137193771844
CARMIL1	0.285422319174167
CARMIL2	-0.122808809787035
CARMIL3	-0.156830148967261
